Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1902-04-30,8.48,0.3233,0.5433,7.992232066,3.21,303.07480313347554,11.554726869463751,19.41751657339826,22.823108698497848
1902-05-31,8.46,0.3242,0.5542,8.087381157,3.2199999999999998,298.8026993025278,11.450571526463298,19.574049167075756,22.427954493329793
1902-06-30,8.41,0.325,0.565,8.18251405,3.2300000000000004,293.5832685799055,11.345370069972565,19.723489506259995,21.96374229551462
1902-07-31,8.6,0.3258,0.5758,8.18251405,3.2399999999999998,300.21594646696633,11.37329713476019,20.100504880892935,22.385686589401363
1902-08-31,8.83,0.3267,0.5867,8.087381157,3.25,311.870902463513,11.538870196469954,20.721931877162298,23.16867183409286
1902-09-30,8.85,0.3275,0.5975,8.18251405,3.26,308.94315421309904,11.432642147433894,20.858026513257258,22.856566381954494
1902-10-31,8.57,0.3283,0.6083,8.753424793,3.27,279.65647708055883,10.71309468209422,19.85006242801679,20.604425401859807
1902-11-30,8.24,0.3292,0.6192,8.467928926,3.2800000000000002,277.9534524402076,11.10464521156752,20.886987591137935,20.408541255072173
1902-12-31,8.05,0.33,0.63,8.563094215,3.29,268.52654452547097,11.007920458808126,21.015120875906423,19.63323212682383
1903-01-31,8.46,0.3317,0.6217,8.658259504,3.3,279.10128113896275,10.943013587918905,20.51031518724505,20.31813205382849
1903-02-28,8.41,0.3333,0.6133,8.658259504,3.308333333333333,277.45174638045825,10.995798700191047,20.233193347816293,20.107051517552804
1903-03-31,8.08,0.335,0.605,8.372844628,3.3166666666666664,275.6515213816052,11.428621245400711,20.639748816320687,19.88456038487283
1903-04-30,7.75,0.3367,0.5967,8.372844628,3.325,264.393476572703,11.486617233810206,20.356591931733146,18.98002260182626
1903-05-31,7.6,0.3383,0.5883,8.18251405,3.333333333333333,265.30711548243534,11.809657522066827,20.53686526819957,18.954858723039866
1903-06-30,7.18,0.34,0.58,8.18251405,3.341666666666667,250.64540646893238,11.86900253474053,20.247121971027962,17.81855172296851
1903-07-31,6.85,0.3417,0.5717,8.18251405,3.3499999999999996,239.12549224403713,11.928347547414234,19.957378673856354,16.918178414766654
1903-08-31,6.63,0.3433,0.5633,8.18251405,3.3583333333333334,231.44554942744034,11.984201676989482,19.664144493586296,16.299118790903492
1903-09-30,6.47,0.345,0.555,8.277679339,3.3666666666666663,223.2635095313155,11.905086675162881,19.15166117308812,15.65435911519691
1903-10-31,6.26,0.3467,0.5467,8.18251405,3.3749999999999996,218.52928196316387,12.102891702336887,19.08465789924308,15.252943825778832
1903-11-30,6.28,0.3483,0.5383,8.087381157,3.3833333333333333,221.80625905672275,12.301770705327472,19.012469625833415,15.40787753429789
1903-12-31,6.57,0.35,0.53,8.087381157,3.3916666666666666,232.04890477749498,12.361813800932,18.719318041411316,16.042894140050134
1904-01-31,6.68,0.3467,0.5267,8.277679339,3.4,230.51008402924072,11.963749421098466,18.175098990748666,15.861833914033637
1904-02-29,6.5,0.3433,0.5233,8.467928926,3.4066666666666667,219.25939816278517,11.580269444505253,17.652068162859305,15.021498380331433
1904-03-31,6.48,0.34,0.52,8.372844628,3.4133333333333336,221.06706170207943,11.599197681899229,17.73994939584588,15.08193017625886
1904-04-30,6.64,0.3367,0.5167,8.277679339,3.42,229.129784124874,11.61867444500679,17.830024014656992,15.56549061169148
1904-05-31,6.5,0.3333,0.5133,8.087381157,3.4266666666666667,229.57654201730858,11.771978685287529,18.129482925766844,15.525820896254634
1904-06-30,6.51,0.33,0.51,8.087381157,3.4333333333333336,229.9297366973352,11.655424440878743,18.01292868135806,15.474433638652654
1904-07-31,6.78,0.3267,0.5067,8.087381157,3.44,239.46599305805418,11.538870196469954,17.89637443694927,16.03640162962411
1904-08-31,7.01,0.3233,0.5033,8.18251405,3.4466666666666663,244.7109052015621,11.286025057298861,17.569614634514437,16.30465197885103
1904-09-30,7.32,0.32,0.5,8.277679339,3.453333333333333,252.59488249910814,11.042399234933688,17.253748804583886,16.74260004916369
1904-10-31,7.75,0.3167,0.4967,8.277679339,3.46,267.4331064710503,10.928524492823433,17.139874062473634,17.633197370821403
1904-11-30,8.17,0.3133,0.4933,8.467928926,3.466666666666667,275.59219738306996,10.568302991446245,16.640101709800298,18.076200223770066
1904-12-31,8.25,0.31,0.49,8.467928926,3.473333333333333,278.2907745912273,10.456986681609754,16.5287853999638,18.1596791187032
1905-01-31,8.43,0.3117,0.505,8.467928926,3.48,284.36257330958136,10.514331447283096,17.03476862649331,18.459852032455846
1905-02-28,8.8,0.3133,0.52,8.467928926,3.475833333333333,296.8434928973092,10.568302991446245,17.540751853022815,19.16899637582983
1905-03-31,9.05,0.315,0.535,8.372844628,3.4716666666666667,308.74335006231775,10.74631549940664,18.251678705341437,19.83150607421842
1905-04-30,8.94,0.3167,0.55,8.372844628,3.4675,304.9906684593503,10.804311487816134,18.76340801483699,19.482927524711283
1905-05-31,8.5,0.3183,0.565,8.277679339,3.463333333333333,293.31372967792606,10.983736488998103,19.49673614917979,18.629487509845124
1905-06-30,8.6,0.32,0.58,8.277679339,3.4591666666666665,296.76447943884284,11.042399234933688,20.01434861331731,18.735862386183538
1905-07-31,8.87,0.3217,0.595,8.277679339,3.455,306.0815037933181,11.101061980869272,20.531961077454824,19.205883309548053
1905-08-31,9.2,0.3233,0.61,8.372844628,3.4508333333333336,313.8606431572732,11.029472383994177,20.8103252528192,19.573308430803724
1905-09-30,9.23,0.325,0.625,8.277679339,3.4466666666666663,318.50420293261857,11.214936722979527,21.56718600572986,19.74349241969778
1905-10-31,9.36,0.3267,0.64,8.277679339,3.4425000000000003,322.99017762181035,11.273599468915112,22.084798469867376,19.897394814329537
1905-11-30,9.31,0.3283,0.655,8.372844628,3.438333333333334,317.6133247602407,11.200048820492695,22.34551318130587,19.44352569326499
1905-12-31,9.54,0.33,0.67,8.467928926,3.434166666666667,321.80533207276466,11.131630983649094,22.600584118317858,19.57796080909612
1906-01-31,9.87,0.3358,0.6775,8.467928926,3.43,332.93696305641373,11.327277831240501,22.85357573158261,20.1324022608079
1906-02-28,9.8,0.3417,0.685,8.467928926,3.45,330.5757079992761,11.526297900342106,23.10656734484736,19.866752563675895
1906-03-31,9.56,0.3475,0.6925,8.467928926,3.4700000000000006,322.47997637480404,11.721944747933515,23.359558958112114,19.259453020854117
1906-04-30,9.43,0.3533,0.7,8.467928926,3.49,318.0947884115483,11.917591595524923,23.612550571376865,18.87620499611588
1906-05-31,9.18,0.3592,0.7075,8.563094215,3.51,306.2203327632078,11.981954632739026,23.600314316990147,18.05404446092639
1906-06-30,9.3,0.365,0.715,8.563094215,3.5300000000000002,310.22321293004717,12.175427174136258,23.850494327417604,18.1726663764975
1906-07-31,9.06,0.3708,0.7225,8.277679339,3.55,312.63792833906007,12.79538011347941,24.931667022623717,18.19520014351375
1906-08-31,9.73,0.3767,0.73,8.467928926,3.5700000000000003,328.2144529421384,12.70692542891095,24.62451702443587,18.967251477549297
1906-09-30,10.03,0.3825,0.7375,8.563094215,3.59,334.57406727831966,12.759180531800327,24.601034358699977,19.20099368200135
1906-10-31,9.73,0.3883,0.745,8.753424793,3.61,317.5096291708095,12.67101634193477,24.310860609686852,18.095380908869092
1906-11-30,9.93,0.3942,0.7525,8.848509091,3.6300000000000003,320.5540086843541,12.72531623598916,24.291731272404473,18.14185165400796
1906-12-31,9.84,0.4,0.76,8.94367438,3.6499999999999995,314.26874018192956,12.775152039915836,24.27278887584009,17.66000366776866
1907-01-31,9.56,0.4033,0.7517,8.848509091,3.67,308.60990161353726,13.019076707190331,24.26590617603514,17.218913853705985
1907-02-28,9.26,0.4067,0.7433,9.038839669,3.6866666666666665,292.6310253152915,12.852379913145686,23.48948608173393,16.217071288766153
1907-03-31,8.35,0.41,0.735,8.94367438,3.7033333333333336,266.6812988332431,13.094530840913732,23.47434187334535,14.687545255978652
1907-04-30,8.39,0.4133,0.7267,8.94367438,3.7199999999999998,267.9588140372347,13.199925845243039,23.209257468517098,14.669709905602737
1907-05-31,8.1,0.4167,0.7183,9.134004959,3.736666666666667,253.30621237732566,13.031197370077978,22.462944734646054,13.790107153424247
1907-06-30,7.84,0.42,0.71,9.229089256,3.753333333333333,242.64943353366132,12.999076796446143,21.974629822563717,13.144269952673202
1907-07-31,8.14,0.4233,0.7017,9.229089256,3.7699999999999996,251.93448838826575,13.101212399846792,21.717743304919665,13.585007357961844
1907-08-31,7.53,0.4267,0.6933,9.229089256,3.7866666666666666,233.0548768505701,13.206443021532309,21.457761768990743,12.513471604446607
1907-09-30,7.45,0.43,0.685,9.229089256,3.8033333333333337,230.57886222267567,13.308578624932956,21.200875251346687,12.328569657736631
1907-10-31,6.64,0.4333,0.6767,9.324254545,3.82,203.41174416104485,13.273841678460956,20.730230011111306,10.831840153050605
1907-11-30,6.25,0.4367,0.6683,8.94367438,3.836666666666667,199.61175062368497,13.947272239578115,21.344085270689387,10.591177559189784
1907-12-31,6.57,0.44,0.66,8.753424793,3.853333333333333,214.39242175254043,14.358092172164046,21.53713825824607,11.333306235811175
1908-01-31,6.85,0.4367,0.6533,8.658259504,3.87,225.98626191511755,14.407036580778371,21.5528211546199,11.902968628266981
1908-02-29,6.6,0.4333,0.6467,8.563094215,3.8608333333333333,220.15840917616248,14.453733135762306,21.57218836579156,11.554846295144797
1908-03-31,6.87,0.43,0.64,8.563094215,3.8516666666666666,229.16488955155097,14.343653931174224,21.34869422314303,11.984662664464299
1908-04-30,7.24,0.4267,0.6333,8.658259504,3.8425,238.85263303145274,14.07712962907747,20.893007251218094,12.448889158370372
1908-05-31,7.63,0.4233,0.6267,8.658259504,3.833333333333333,251.7190041477879,13.964961265499163,20.6752686630955,13.078451355438343
1908-06-30,7.64,0.42,0.62,8.658259504,3.8241666666666663,252.04891109948875,13.856091971437866,20.454231005455895,13.05168412922999
1908-07-31,7.92,0.4167,0.6133,8.753424793,3.8149999999999995,258.44565909895283,13.597765927592633,20.01322256633684,13.345487104834405
1908-08-31,8.26,0.4133,0.6067,8.753424793,3.805833333333333,269.54054850471596,13.486817033535,19.797851183754382,13.884232895208616
1908-09-30,8.17,0.41,0.6,8.753424793,3.7966666666666664,266.60366601495514,13.37913134224377,19.57921659840552,13.70144226882511
1908-10-31,8.27,0.4067,0.5933,8.848509091,3.7874999999999996,266.9669337179867,13.128833366759999,19.15253709490708,13.690810359178707
1908-11-30,8.83,0.4033,0.5867,8.94367438,3.778333333333333,282.0114812811421,12.880547044245143,18.737954254546555,14.435014091256262
1908-12-31,9.03,0.4,0.58,9.038839669,3.769166666666667,285.3626521163156,12.640649041697257,18.328941110461024,14.582482908962442
1909-01-31,9.06,0.4033,0.595,8.94367438,3.76,289.35719370409373,12.880547044245143,19.003038659374806,14.764418456441359
1909-02-28,8.8,0.4067,0.61,9.038839669,3.7725,278.0942789173397,12.852379913145686,19.276989788588317,14.16715751670137
1909-03-31,8.92,0.41,0.625,9.038839669,3.7849999999999997,281.88647362984887,12.95666526773969,19.751014127651963,14.336058380586223
1909-04-30,9.32,0.4133,0.64,9.229089256,3.7975,288.4557041497097,12.791710571359978,19.80811702315603,14.64519860308612
1909-05-31,9.63,0.4167,0.655,9.324254545,3.8099999999999996,295.00829763115394,12.765312318058344,20.06546572672958,14.95350978658278
1909-06-30,9.8,0.42,0.67,9.419419835,3.8225,297.18301647396527,12.736414991741368,20.317614391587423,15.040444676080995
1909-07-31,9.94,0.4233,0.685,9.419419835,3.835,301.428488137879,12.836486823819337,20.772486355578184,15.231503240497682
1909-08-31,10.18,0.4267,0.7,9.514585124,3.8474999999999997,305.6187444962944,12.810168789446841,21.015041370079185,15.417580706254755
1909-09-30,10.19,0.43,0.715,9.609669421,3.8600000000000003,302.8919989317497,12.781507315078743,21.252971465770468,15.254446436821173
1909-10-31,10.23,0.4333,0.73,9.8,3.8724999999999996,298.1752714285714,12.629456999999999,21.277414285714283,14.988845296121767
1909-11-30,10.18,0.4367,0.745,9.895165289,3.885,293.86427361981583,12.606142268150647,21.505784267854892,14.745631176824586
1909-12-31,10.3,0.44,0.76,9.990330579,3.8975000000000004,294.49602060060124,12.580412530511119,21.72980346179193,14.750638489265038
1910-01-31,10.08,0.4425,0.7575,9.895165289,3.91,290.9775911677548,12.773569850370189,21.866619574362524,14.547885040564148
1910-02-28,9.72,0.445,0.755,9.895165289,3.9158333333333335,280.585534340335,12.845736911671715,21.794452513060996,14.002037903032704
1910-03-31,9.96,0.4475,0.7525,10.08541488,3.921666666666667,282.0899639579329,12.674222778230417,21.31251986730366,14.050006965077824
1910-04-30,9.72,0.45,0.75,10.18058017,3.9274999999999998,272.7192550559719,12.625891437776477,21.043152396294126,13.559883620820079
1910-05-31,9.56,0.4525,0.7475,9.990330579,3.9333333333333336,273.3380540720143,12.937810613764276,21.372405378538776,13.568792287251451
1910-06-30,9.1,0.455,0.745,9.895165289,3.9391666666666665,262.6881031375564,13.13440515687782,21.505784267854892,13.019657302315938
1910-07-31,8.64,0.4575,0.7425,9.895165289,3.9450000000000003,249.40936385807552,13.206572218179348,21.433617206553368,12.342581259985218
1910-08-31,8.85,0.46,0.74,9.8,3.9508333333333336,257.9522142857142,13.407685714285714,21.568885714285713,12.74505515088625
1910-09-30,8.91,0.4625,0.7375,9.704834711,3.956666666666667,262.2476627154995,13.61274343500769,21.706807099066317,12.937161101070846
1910-10-31,9.32,0.465,0.735,9.419419835,3.9625,282.6271136262609,14.101030883713658,22.288726235547394,13.918866656445818
1910-11-30,9.31,0.4675,0.7325,9.229089256,3.9683333333333333,288.14620232122286,14.469210481758504,22.671008936659046,14.164523175780355
1910-12-31,9.05,0.47,0.73,9.229089256,3.9741666666666666,280.0991547805657,14.546585938880206,22.593633479537342,13.74147841778155
1911-01-31,9.27,0.47,0.7183,9.229089256,3.98,286.9081950072756,14.546585938880206,22.231516340207776,14.049215181401209
1911-02-28,9.43,0.47,0.7067,8.94367438,3.9825,301.17420934101585,15.010803646901106,22.570499866521306,14.721488469928307
1911-03-31,9.32,0.47,0.695,9.038839669,3.985,294.5271226715461,14.852762623994275,21.963127709948985,14.370623221979534
1911-04-30,9.28,0.47,0.6833,8.753424793,3.9875,302.82521672200534,15.337053002084321,22.297464502817483,14.752935420329358
1911-05-31,9.48,0.47,0.6717,8.753424793,3.99,309.3516222548072,15.337053002084321,21.918932981914978,15.047660591685041
1911-06-30,9.67,0.47,0.66,8.753424793,3.9924999999999997,315.5517075109689,15.337053002084321,21.53713825824607,15.328355684719279
1911-07-31,9.63,0.47,0.6483,8.848509091,3.995,310.86959754585394,15.172244116983524,20.928012470298768,15.083110578700262
1911-08-31,9.17,0.47,0.6367,9.134004959,3.9975,286.7676503086514,14.698014792264575,19.91111918773374,13.899790665654441
1911-09-30,8.67,0.47,0.625,9.229089256,4.0,268.3380852980668,14.546585938880206,19.34386428042581,12.997953983252433
1911-10-31,8.72,0.47,0.6133,9.229089256,4.0024999999999995,269.8855944405009,14.546585938880206,18.981747141096236,13.06647285061919
1911-11-30,9.07,0.47,0.6017,9.134004959,4.005,283.6404131188079,14.698014792264575,18.816586171288503,13.727997586413093
1911-12-31,9.11,0.47,0.59,9.038839669,4.0075,287.890781924655,14.852762623994275,18.644957336503452,13.929258419578233
1912-01-31,9.12,0.4708,0.5992,9.134004959,4.01,285.20403171372965,14.723032689783324,18.738405241542413,13.794952631845822
1912-02-29,9.04,0.4717,0.6083,9.229089256,4.046666666666667,279.7896529520789,14.599201249722965,18.826996226852827,13.531634369686595
1912-03-31,9.3,0.4725,0.6175,9.419419835,4.083333333333333,282.0206176742732,14.32846686570904,18.72556251761975,13.639769173944167
1912-04-30,9.59,0.4733,0.6267,9.704834711,4.12,282.26207468480806,13.930619389814353,18.44563526642015,13.654392690553234
1912-05-31,9.58,0.4742,0.6358,9.704834711,4.156666666666666,281.96774509702414,13.957109052714912,18.713475191303544,13.645500685612367
1912-06-30,9.58,0.475,0.645,9.609669421,4.193333333333333,284.7600932057078,14.11910691781954,19.172260972618115,13.785417404502526
1912-07-31,9.59,0.4758,0.6542,9.609669421,4.23,285.05733756187243,14.142886466312712,19.445725780289568,13.80287664501578
1912-08-31,9.81,0.4767,0.6633,9.704834711,4.266666666666667,288.737325616055,14.030691449660898,19.522881557709407,13.984761763426274
1912-09-30,9.86,0.4775,0.6725,9.8,4.303333333333334,287.39082857142853,13.917760714285711,19.60145357142857,13.926285001315872
1912-10-31,9.84,0.4783,0.6817,9.8,4.34,286.8078857142857,13.941078428571426,19.869607285714284,13.905092701178464
1912-11-30,9.73,0.4792,0.6908,9.8,4.376666666666667,283.6017,13.967310857142857,20.134846285714286,13.749541018606532
1912-12-31,9.38,0.48,0.7,9.704834711,4.413333333333333,276.08115334134516,14.127820213629603,20.603071144876502,13.388999452579633
1913-01-31,9.3,0.48,0.6942,9.8,4.45,271.06842857142857,13.99062857142857,20.23394657142857,13.148088791761557
1913-02-28,8.97,0.48,0.6883,9.8,4.425833333333333,261.44987142857144,13.99062857142857,20.06197842857143,12.682960516236754
1913-03-31,8.8,0.48,0.6825,9.8,4.401666666666667,256.49485714285714,13.99062857142857,19.892924999999998,12.443453515183657
1913-04-30,8.79,0.48,0.6767,9.8,4.3775,256.2033857142857,13.99062857142857,19.72387157142857,12.43306708179516
1913-05-31,8.55,0.48,0.6708,9.7,4.3533333333333335,251.77722680412376,14.134861855670104,19.75346944329897,12.221401061154124
1913-06-30,8.12,0.48,0.665,9.8,4.3291666666666675,236.67479999999998,13.99062857142857,19.382849999999998,11.491962852761224
1913-07-31,8.23,0.48,0.6592,9.9,4.305,237.45794545454547,13.84930909090909,19.019717818181817,11.534022795459856
1913-08-31,8.45,0.48,0.6533,9.9,4.280833333333334,243.80554545454544,13.84930909090909,18.849486727272726,11.846840543564625
1913-09-30,8.53,0.48,0.6475,10.0,4.256666666666667,243.65262599999997,13.710816,18.4953195,11.84331682662597
1913-10-31,8.26,0.48,0.6417,10.0,4.2325,235.940292,13.710816,18.32964714,11.471490240312292
1913-11-30,8.05,0.48,0.6358,10.1,4.208333333333334,227.66515841584163,13.575065346534654,17.981305306930693,11.072537845038012
1913-12-31,8.04,0.48,0.63,10.0,4.184166666666667,229.65616799999998,13.710816,17.995446,11.174040870036794
1914-01-31,8.37,0.475,0.6208,10.0,4.16,239.08235399999998,13.567995,17.732655360000003,11.636092105046137
1914-02-28,8.48,0.47,0.6117,9.9,4.166666666666667,244.6711272727273,13.560781818181816,17.649213272727273,11.910233879798243
1914-03-31,8.32,0.465,0.6025,9.9,4.173333333333334,240.0546909090909,13.416518181818182,17.383768181818184,11.685526018836832
1914-04-30,8.12,0.46,0.5933,9.8,4.18,236.67479999999998,13.407685714285714,17.292999857142856,11.522662536200238
1914-05-31,8.17,0.455,0.5842,9.9,4.1866666666666665,235.7267818181818,13.127990909090908,16.855763272727273,11.479008694164483
1914-06-30,8.13,0.45,0.575,9.9,4.193333333333333,234.5726727272727,12.983727272727274,16.59031818181818,11.428715168831886
1914-07-31,7.68,0.445,0.5658,10.0,4.2,219.373056,12.711069,16.161624359999998,10.694345183040141
1914-08-31,7.68,0.44,0.5567,10.2,4.206666666666667,215.07162352941177,12.321811764705883,15.589892294117648,10.49204626507644
1914-09-30,7.68,0.435,0.5475,10.2,4.213333333333333,215.07162352941177,12.181791176470588,15.332254411764707,10.500497301802133
1914-10-31,7.68,0.43,0.5383,10.1,4.220000000000001,217.20104554455446,12.16099603960396,15.223870158415842,10.612759466126226
1914-11-30,7.68,0.425,0.5292,10.2,4.226666666666667,215.07162352941177,11.90175,14.81977905882353,10.516917642992128
1914-12-31,7.35,0.42,0.52,10.1,4.233333333333333,207.86818811881187,11.878182178217822,14.706320792079207,10.172217991997867
1915-01-31,7.48,0.4208,0.55,10.1,4.24,211.5447683168317,11.900807287128712,15.554762376237626,10.359834197757271
1915-02-28,7.38,0.4217,0.58,10.0,4.224166666666667,210.803796,12.04552314,16.567236,10.329786209660694
1915-03-31,7.57,0.4225,0.61,9.9,4.208333333333334,218.41514545454547,12.190277272727272,17.600163636363636,10.707013188682819
1915-04-30,8.14,0.4233,0.64,10.0,4.1925,232.512588,12.09122586,18.281088,11.401123789000188
1915-05-31,7.95,0.4242,0.67,10.1,4.176666666666667,224.8370198019802,11.996964,18.94852871287129,11.02692987647132
1915-06-30,8.04,0.425,0.7,10.1,4.160833333333333,227.38234455445544,12.01958910891089,19.796970297029702,11.154262189096341
1915-07-31,8.01,0.4258,0.73,10.1,4.145,226.53390297029705,12.042214217821783,20.645411881188117,11.113629393949603
1915-08-31,8.35,0.4267,0.76,10.1,4.129166666666666,236.1495742574257,12.067667465346537,21.493853465346536,11.584831641604602
1915-09-30,8.66,0.4275,0.79,10.1,4.113333333333333,244.91680396039607,12.090292574257425,22.34229504950495,12.011570757825895
1915-10-31,9.14,0.4283,0.82,10.2,4.0975,255.9576352941177,11.994163588235295,22.963376470588237,12.549076133220161
1915-11-30,9.46,0.4292,0.85,10.3,4.081666666666667,262.34692427184467,11.90267440776699,23.572398058252425,12.857714453559312
1915-12-31,9.48,0.43,0.88,10.3,4.065833333333333,262.9015689320388,11.924860194174757,24.40436504854369,12.87844460218599
1916-01-31,9.33,0.4408,0.9342,10.4,4.05,256.2538326923077,12.106826307692309,25.65834196153846,12.543563692516177
1916-02-29,9.2,0.4517,0.9883,10.4,4.0649999999999995,252.68330769230766,12.406201096153845,27.14422967307692,12.3546523264588
1916-03-31,9.17,0.4625,1.042,10.5,4.08,249.46068,12.581850000000001,28.346567999999998,12.177052795748484
1916-04-30,9.07,0.4733,1.097,10.6,4.095,244.41254150943396,12.754184773584905,29.56125226415094,11.906481776593182
1916-05-31,9.27,0.4842,1.151,10.7,4.109999999999999,247.46741495327103,12.925967887850467,30.72653663551402,12.026256671905163
1916-06-30,9.36,0.495,1.205,10.8,4.125,247.55639999999994,13.091924999999998,31.87024166666667,11.995961222946583
1916-07-31,9.23,0.5058,1.259,10.8,4.140000000000001,244.11811666666665,13.377567,33.298451666666665,11.791165275254556
1916-08-31,9.3,0.5167,1.313,10.9,4.155,243.7128990825688,13.540479027522938,34.40806844036697,11.732082638874166
1916-09-30,9.68,0.5275,1.368,11.1,4.17,249.1004108108108,13.574428378378379,35.20344648648649,11.944552417504475
1916-10-31,9.98,0.5383,1.422,11.3,4.1850000000000005,252.2749699115044,13.607175982300884,35.94539150442477,12.045741763370799
1916-11-30,10.21,0.5492,1.476,11.5,4.2,253.6004191304348,13.641268382608695,36.66152973913044,12.0532304032305
1916-12-31,9.8,0.56,1.53,11.6,4.215,241.31824137931036,13.78961379310345,37.67519482758621,11.413559188849494
1917-01-31,9.57,0.5708,1.509,11.7,4.23,233.64050769230772,13.935423384615385,36.84049384615385,10.992361427383429
1917-02-28,9.03,0.5817,1.488,12.0,4.258333333333333,214.945605,13.84649595,35.419608000000004,10.06318773873573
1917-03-31,9.31,0.5925,1.468,12.0,4.286666666666667,221.61058500000001,14.10357375,34.943538,10.327157080107877
1917-04-30,9.17,0.6033,1.447,12.6,4.315000000000001,207.8839,13.676810999999999,32.803490000000004,9.644531197281236
1917-05-31,8.86,0.6142,1.426,12.8,4.343333333333334,197.71782187499997,13.706352843749997,31.8223040625,9.138988813373578
1917-06-30,9.04,0.625,1.405,13.0,4.371666666666667,198.63105230769227,13.732788461538462,30.871308461538465,9.148220259539587
1917-07-31,8.79,0.6358,1.384,12.8,4.4,196.15571718749996,14.18837371875,30.885041249999993,9.003472377228809
1917-08-31,8.53,0.6467,1.363,13.0,4.428333333333334,187.4250969230769,14.209590876923077,29.948465076923075,8.572680466753782
1917-09-30,8.12,0.6575,1.343,13.3,4.456666666666667,174.39195789473683,14.121023684210524,28.84339894736842,7.950823264217065
1917-10-31,7.68,0.6683,1.322,13.5,4.485,162.49856,14.140336933333334,27.971757333333333,7.38713371110815
1917-11-30,7.04,0.6792,1.301,13.5,4.513333333333334,148.95701333333332,14.3709664,27.52742533333333,6.75301360477431
1917-12-31,6.8,0.69,1.28,13.7,4.541666666666667,141.7785109489051,14.386348905109488,26.6877197080292,6.412593898119822
1918-01-31,7.21,0.68,1.256,14.0,4.57,147.10563,13.874039999999999,25.626168,6.640646028655353
1918-02-28,7.43,0.67,1.232,14.1,4.564166666666667,150.51915319148938,13.573059574468086,24.958222978723402,6.784343551630284
1918-03-31,7.28,0.66,1.208,14.0,4.558333333333334,148.53384,13.46598,24.646824,6.6863557604558945
1918-04-30,7.21,0.65,1.183,14.2,4.5525,145.03371971830984,13.075161971830987,23.796794788732395,6.520727730547161
1918-05-31,7.44,0.64,1.159,14.5,4.546666666666667,146.5638951724138,12.607646896551724,22.831660551724138,6.582363231621083
1918-06-30,7.45,0.63,1.135,14.7,4.5408333333333335,144.76414285714287,12.241800000000001,22.054671428571428,6.496291318641056
1918-07-31,7.51,0.62,1.111,15.1,4.535,142.06433245033114,11.72834701986755,21.01644119205298,6.371324093848992
1918-08-31,7.58,0.61,1.087,15.4,4.529166666666667,140.59521818181818,11.314390909090907,20.161873636363634,6.303073760914596
1918-09-30,7.54,0.6,1.063,15.7,4.523333333333333,137.18093503184713,10.916254777070064,19.339964713375796,6.149170562431681
1918-10-31,7.86,0.59,1.038,16.0,4.5175,140.3216325,10.533048749999999,18.53102475,6.290515321191323
1918-11-30,8.06,0.58,1.014,16.3,4.511666666666667,141.24383558282207,10.163948466257668,17.769385766871164,6.333327495354155
1918-12-31,7.9,0.57,0.99,16.5,4.505833333333333,136.7619272727273,9.867632727272726,17.13852,6.134580411283434
1919-01-31,7.85,0.5667,0.985,16.5,4.5,135.89634545454544,9.810504327272726,17.05196181818182,6.098467639950105
1919-02-28,7.88,0.5633,0.98,16.2,4.539166666666667,138.94191111111112,9.932230777777779,17.279577777777778,6.23969277136498
1919-03-31,8.12,0.56,0.975,16.4,4.578333333333333,141.42762439024392,9.753629268292686,16.98176524390244,6.3560740048691455
1919-04-30,8.39,0.5567,0.97,16.7,4.6175,143.50517245508982,9.521970143712576,16.591182035928146,6.456139555819277
1919-05-31,8.97,0.5533,0.965,16.9,4.656666666666666,151.60998461538463,9.351817668639056,16.310327218934912,6.829002261482034
1919-06-30,9.21,0.55,0.96,16.9,4.695833333333333,155.66643905325446,9.296041420118344,16.22581775147929,7.0216152147841315
1919-07-31,9.51,0.5467,0.955,17.4,4.734999999999999,156.1181275862069,8.974740310344828,15.677477586206896,7.052837165446314
1919-08-31,8.87,0.5433,0.95,17.7,4.774166666666666,143.1437593220339,8.767756983050848,15.331067796610169,6.4791311017052795
1919-09-30,9.01,0.54,0.945,17.8,4.813333333333333,144.5862033707865,8.665543820224718,15.164701685393258,6.558481672061261
1919-10-31,9.47,0.5367,0.94,18.1,4.852499999999999,149.44915690607732,8.46983764640884,14.834446408839776,6.794704199949304
1919-11-30,9.19,0.5333,0.935,18.5,4.891666666666667,141.8945935135135,8.234209654054053,14.436501081081081,6.467022574133135
1919-12-31,8.92,0.53,0.93,18.9,4.930833333333333,134.81093333333334,8.010066666666669,14.055400000000002,6.160717033799177
1920-01-31,8.83,0.5283,0.9192,19.3,4.97,130.68491502590672,7.8188947461139895,13.604255253886011,5.98966777113944
1920-02-29,8.1,0.5267,0.9083,19.5,4.9799999999999995,118.6512923076923,7.715263661538461,13.305057876923078,5.455347649907772
1920-03-31,8.67,0.525,0.8975,19.7,4.99,125.71147918781725,7.612286802030457,13.013385532994924,5.798822727557159
1920-04-30,8.6,0.5233,0.8867,20.3,5.0,121.01089655172412,7.363372344827586,12.47678627586207,5.599858725506184
1920-05-31,8.06,0.5217,0.8758,20.6,5.01,111.76089902912621,7.233952980582524,12.143944834951455,5.1889504620474955
1920-06-30,7.92,0.52,0.865,20.9,5.02,108.24328421052631,7.106882296650718,11.822025358851675,5.04363968045162
